"name","type","value","date"
"Space Cadet (feat. Gunna)","Metro Boomin","1111285","2018-11-03"
"Solo (feat. Demi Lovato)","Clean Bandit","1105513","2018-11-03"
"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers","1100027","2018-11-03"
"Mala Mía","Maluma","1097820","2018-11-03"
"Fine China","Future","1095429","2018-11-03"
"changes","XXXTENTACION","1089531","2018-11-03"
"Amigos Con Derechos","Reik","1089202","2018-11-03"
"Overdue (with Travis Scott)","Metro Boomin","1085646","2018-11-03"
"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1083622","2018-11-03"
"Sin Pijama","Becky G","1075422","2018-11-03"
"Shape of You","Ed Sheeran","1072505","2018-11-03"
"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby","1058690","2018-11-03"
"2002","Anne-Marie","1047924","2018-11-03"
"Lucky You (feat. Joyner Lucas)","Eminem","1042019","2018-11-03"
"Ya No Tiene Novio","Sebastian Yatra","1019718","2018-11-03"
"Happy Now","Kygo","1018612","2018-11-03"
"Believer","Imagine Dragons","1011468","2018-11-03"
"no tears left to cry","Ariana Grande","1010275","2018-11-03"
"Imposible","Luis Fonsi","1010029","2018-11-03"
"Psycho (feat. Ty Dolla $ign)","Post Malone","995787","2018-11-03"
"God is a woman","Ariana Grande","990810","2018-11-03"
"Culpables","KAROL G","986734","2018-11-03"
"Don't Stop Me Now - Remastered","Queen","978717","2018-11-03"
"lovely (with Khalid)","Billie Eilish","976628","2018-11-03"
"No More (feat. Travis Scott, Kodak Black & 21 Savage)","Metro Boomin","970036","2018-11-03"
"breathin","Ariana Grande","965845","2018-11-03"
"Thunderclouds","Sia","950768","2018-11-03"
"Leave Me Alone","Flipp Dinero","950144","2018-11-03"
"Under Pressure - Remastered","Queen","949955","2018-11-03"
"Noticed","Lil Mosey","945528","2018-11-03"
"Waste It On Me (feat. BTS)","Steve Aoki","935777","2018-11-03"
"Jackie Chan","Tiësto","924587","2018-11-03"
"I Found You (with Calvin Harris)","benny blanco","923919","2018-11-03"
"Somebody To Love - Remastered 2011","Queen","918821","2018-11-03"
"Fuck Love (feat. Trippie Redd)","XXXTENTACION","917653","2018-11-03"
"Havana (feat. Young Thug)","Camila Cabello","916404","2018-11-03"
"Perfect","Ed Sheeran","914976","2018-11-03"
"Venom - Music From The Motion Picture","Eminem","914383","2018-11-03"
"Ibiza","Ozuna","909284","2018-11-03"
"Dreamcatcher (feat. Swae Lee & Travis Scott)","Metro Boomin","900414","2018-11-03"
"IDGAF","Dua Lipa","894952","2018-11-03"
"Thunder","Imagine Dragons","883830","2018-11-03"
"We Will Rock You - Remastered","Queen","866663","2018-11-03"
"1999","Charli XCX","865709","2018-11-03"
"New Rules","Dua Lipa","859504","2018-11-03"
"FRIENDS","Marshmello","856236","2018-11-03"
"Last Memory","Takeoff","842154","2018-11-03"
"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo","841789","2018-11-03"
"The Middle","Zedd","838518","2018-11-03"
"There's No Way (feat. Julia Michaels)","Lauv","828282","2018-11-03"
"Toda - Remix","Alex Rose","819083","2018-11-03"
"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","818429","2018-11-03"
"Celoso","Lele Pons","811838","2018-11-03"
"REEL IT IN","Aminé","809433","2018-11-03"
"I Fall Apart","Post Malone","805235","2018-11-03"
"Yes Indeed","Lil Baby","799378","2018-11-03"
"Say My Name","David Guetta","781601","2018-11-03"
"Trip","Ella Mai","779018","2018-11-03"
"STOOPID","6ix9ine","775548","2018-11-03"
"Happy Now","Zedd","770245","2018-11-03"
"Casper","Takeoff","769892","2018-11-03"
"No Brainer","DJ Khaled","766686","2018-11-03"
"No Me Acuerdo","Thalía","763085","2018-11-03"
"Clandestino","Shakira","761103","2018-11-03"
"Ella Quiere Beber - Remix","Anuel AA","759484","2018-11-03"
"I Like Me Better","Lauv","751872","2018-11-03"
"I'm a Mess","Bebe Rexha","737881","2018-11-03"
"Asesina","Brytiago","735636","2018-11-03"
"Everybody Dies In Their Nightmares","XXXTENTACION","734019","2018-11-03"
"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","733737","2018-11-03"
"XO Tour Llif3","Lil Uzi Vert","730512","2018-11-03"
"Nice For What","Drake","728928","2018-11-03"
"Diamond Heart","Alan Walker","728358","2018-11-03"
"Asesina - Remix","Brytiago","726883","2018-11-03"
"All Girls Are The Same","Juice WRLD","721982","2018-11-03"
"Look Alive (feat. Drake)","BlocBoy JB","716090","2018-11-03"
"New Patek","Lil Uzi Vert","714577","2018-11-03"
"Too Good At Goodbyes","Sam Smith","713051","2018-11-03"
"Atrasadinha - Ao Vivo","Felipe Araújo","712515","2018-11-03"
"Love Lies (with Normani)","Khalid","711092","2018-11-03"
"Look At Me!","XXXTENTACION","708255","2018-11-03"
"PPP","Kevin Roldan","706714","2018-11-03"
"Born To Be Yours","Kygo","704733","2018-11-03"
"Congratulations","Post Malone","703207","2018-11-03"
"Closer","The Chainsmokers","696020","2018-11-03"
"Up To Something (feat. Travis Scott & Young Thug)","Metro Boomin","691615","2018-11-03"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","688121","2018-11-03"
"Say You Won't Let Go","James Arthur","684306","2018-11-03"
"Killshot","Eminem","684297","2018-11-03"
"STARGAZING","Travis Scott","683218","2018-11-03"
"Saturday Nights","Khalid","676084","2018-11-03"
"Lean Wit Me","Juice WRLD","671322","2018-11-03"
"Hipócrita","Anuel AA","667381","2018-11-03"
"Ocean (feat. Khalid)","Martin Garrix","664922","2018-11-03"
"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne","664789","2018-11-03"
"Está Rico","Marc Anthony","664228","2018-11-03"
"Dip (feat. Nicki Minaj)","Tyga","659520","2018-11-03"
"Africa","TOTO","658450","2018-11-03"
"Nevermind","Dennis Lloyd","657123","2018-11-03"
"Baby (feat. MARINA & Luis Fonsi)","Clean Bandit","656823","2018-11-03"
"Machine","Imagine Dragons","656369","2018-11-03"
"What Lovers Do (feat. SZA)","Maroon 5","650759","2018-11-03"
"Killer Queen - Remastered 2011","Queen","649990","2018-11-03"
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG","645577","2018-11-03"
"X - Remix","Nicky Jam","644018","2018-11-03"
"Consequences - orchestra","Camila Cabello","641098","2018-11-03"
"Lesbian (feat. Gunna & Young Thug)","Metro Boomin","634110","2018-11-03"
"Thinking out Loud","Ed Sheeran","632487","2018-11-03"
"Young Dumb & Broke","Khalid","631857","2018-11-03"
"Tempo","EXO","631054","2018-11-03"
"10AM/Save The World (feat. Gucci Mane)","Metro Boomin","630665","2018-11-03"
"HUMBLE.","Kendrick Lamar","629986","2018-11-03"
"These Days","Rudimental","624287","2018-11-03"
"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam","623741","2018-11-03"
"Lost In Japan - Remix","Shawn Mendes","623475","2018-11-03"
"Topanga","Trippie Redd","620955","2018-11-03"
"Wonderwall - Remastered","Oasis","619768","2018-11-03"
"SLOW DANCING IN THE DARK","Joji","618262","2018-11-03"
"Happier","Ed Sheeran","616521","2018-11-03"
"In My Blood","Shawn Mendes","615211","2018-11-03"
"Ric Flair Drip (& Metro Boomin)","Offset","614290","2018-11-03"
"Borrowed Love (feat. Swae Lee & WizKid)","Metro Boomin","614168","2018-11-03"
"WORKIN ME","Quavo","610816","2018-11-03"
"Hard Work Pays Off","Future","610345","2018-11-03"
"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta","609667","2018-11-03"
"Photograph","Ed Sheeran","606047","2018-11-03"
"I'll Never Love Again - Film Version - Radio Edit","Lady Gaga","604034","2018-11-03"
"I'm Yours","Jason Mraz","601869","2018-11-03"
"goosebumps","Travis Scott","600629","2018-11-03"
"Only You (feat. WizKid, Offset & J Balvin)","Metro Boomin","595569","2018-11-03"
"Something Just Like This","The Chainsmokers","595435","2018-11-03"
"REMEDY","Alesso","591552","2018-11-03"
"O Bebê","MC Kevinho","590469","2018-11-03"
"Silence","Marshmello","590384","2018-11-03"
"the remedy for a broken heart (why am I so in love)","XXXTENTACION","584650","2018-11-03"
"idontwannabeyouanymore","Billie Eilish","582542","2018-11-03"
"Mine","Bazzi","582462","2018-11-03"
"Ciumeira - Ao Vivo","Marília Mendonça","581005","2018-11-03"
"thank u, next","Ariana Grande","6135358","2018-11-04"
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","4954388","2018-11-04"
"MIA (feat. Drake)","Bad Bunny","3478685","2018-11-04"
"Happier","Marshmello","3063662","2018-11-04"
"Shallow","Lady Gaga","2862179","2018-11-04"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2799588","2018-11-04"
"Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","2578846","2018-11-04"
"ZEZE (feat. Travis Scott & Offset)","Kodak Black","2555920","2018-11-04"
"Without Me","Halsey","2506302","2018-11-04"
"SICKO MODE","Travis Scott","2396702","2018-11-04"
"Mo Bamba","Sheck Wes","2177309","2018-11-04"
"Better","Khalid","2041083","2018-11-04"
"when the party's over","Billie Eilish","1948409","2018-11-04"
"Girls Like You (feat. Cardi B)","Maroon 5","1914099","2018-11-04"
"Eastside (with Halsey & Khalid)","benny blanco","1905074","2018-11-04"
"In My Mind","Dynoro","1898847","2018-11-04"
"Lucid Dreams","Juice WRLD","1885344","2018-11-04"
"Bohemian Rhapsody - Remastered 2011","Queen","1874954","2018-11-04"
"Promises (with Sam Smith)","Calvin Harris","1799385","2018-11-04"
"Be Alright","Dean Lewis","1777617","2018-11-04"
"SAD!","XXXTENTACION","1770147","2018-11-04"
"Sweet but Psycho","Ava Max","1728973","2018-11-04"
"I Love It (& Lil Pump)","Kanye West","1674849","2018-11-04"
"Better Now","Post Malone","1647347","2018-11-04"
"Falling Down - Bonus Track","Lil Peep","1640013","2018-11-04"
"Kiss and Make Up","Dua Lipa","1607926","2018-11-04"
"Moonlight","XXXTENTACION","1604740","2018-11-04"
"In My Feelings","Drake","1597838","2018-11-04"
"Vaina Loca","Ozuna","1589457","2018-11-04"
"Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1568511","2018-11-04"
"Woman Like Me (feat. Nicki Minaj)","Little Mix","1491694","2018-11-04"
"BEBE","6ix9ine","1488851","2018-11-04"
"Let You Love Me","Rita Ora","1452250","2018-11-04"
"I Like It","Cardi B","1388411","2018-11-04"
"Youngblood","5 Seconds of Summer","1342680","2018-11-04"
"Taste (feat. Offset)","Tyga","1336870","2018-11-04"
"Always Remember Us This Way","Lady Gaga","1331129","2018-11-04"
"Te Boté - Remix","Nio Garcia","1314930","2018-11-04"
"Natural","Imagine Dragons","1270200","2018-11-04"
"High Hopes","Panic! At The Disco","1252234","2018-11-04"
"Ruin My Life","Zara Larsson","1247231","2018-11-04"
"FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","1230861","2018-11-04"
"Wake Up in the Sky","Gucci Mane","1229565","2018-11-04"
"10 Freaky Girls (with 21 Savage)","Metro Boomin","1219275","2018-11-04"
"rockstar (feat. 21 Savage)","Post Malone","1215289","2018-11-04"
"Cuando Te Besé","Becky G","1212924","2018-11-04"
"Jocelyn Flores","XXXTENTACION","1194980","2018-11-04"
"Another One Bites The Dust - Remastered 2011","Queen","1146288","2018-11-04"
"breathin","Ariana Grande","1140041","2018-11-04"
"Nonstop","Drake","1137350","2018-11-04"
"God is a woman","Ariana Grande","1122903","2018-11-04"
"No Stylist","French Montana","1109634","2018-11-04"
"Electricity (with Dua Lipa)","Silk City","1093999","2018-11-04"
"no tears left to cry","Ariana Grande","1079117","2018-11-04"
"Love Someone","Lukas Graham","1078150","2018-11-04"
"Money","Cardi B","1067424","2018-11-04"
"Suncity (feat. Empress Of)","Khalid","1059221","2018-11-04"
"No Es Justo","J Balvin","1053505","2018-11-04"
"Rise","Jonas Blue","1053136","2018-11-04"
"God's Plan","Drake","1051381","2018-11-04"
"changes","XXXTENTACION","1042288","2018-11-04"
"Beautiful (feat. Camila Cabello)","Bazzi","1032177","2018-11-04"
"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers","1018435","2018-11-04"
"Quiere Beber","Anuel AA","1017990","2018-11-04"
"Shotgun","George Ezra","1012188","2018-11-04"
"2002","Anne-Marie","1010430","2018-11-04"
"lovely (with Khalid)","Billie Eilish","1004238","2018-11-04"
"Don't Stop Me Now - Remastered","Queen","987491","2018-11-04"
"Body (feat. Brando)","Loud Luxury","980691","2018-11-04"
"Solo (feat. Demi Lovato)","Clean Bandit","971936","2018-11-04"
"Don't Come Out The House (with 21 Savage)","Metro Boomin","971477","2018-11-04"
"Under Pressure - Remastered","Queen","965112","2018-11-04"
"Shape of You","Ed Sheeran","959534","2018-11-04"
"Somebody To Love - Remastered 2011","Queen","958281","2018-11-04"
"Fine China","Future","952719","2018-11-04"
"Mala Mía","Maluma","947596","2018-11-04"
"One Kiss (with Dua Lipa)","Calvin Harris","942299","2018-11-04"
"Sin Pijama","Becky G","938732","2018-11-04"
"Amigos Con Derechos","Reik","932645","2018-11-04"
"Space Cadet (feat. Gunna)","Metro Boomin","924793","2018-11-04"
"Believer","Imagine Dragons","922095","2018-11-04"
"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","922031","2018-11-04"
"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby","919836","2018-11-04"
"Lucky You (feat. Joyner Lucas)","Eminem","906944","2018-11-04"
"Psycho (feat. Ty Dolla $ign)","Post Malone","906528","2018-11-04"
"Ya No Tiene Novio","Sebastian Yatra","893240","2018-11-04"
"Fuck Love (feat. Trippie Redd)","XXXTENTACION","880516","2018-11-04"
"Waste It On Me (feat. BTS)","Steve Aoki","871552","2018-11-04"
"Leave Me Alone","Flipp Dinero","870580","2018-11-04"
"Perfect","Ed Sheeran","862151","2018-11-04"
"We Will Rock You - Remastered","Queen","861278","2018-11-04"
"Imposible","Luis Fonsi","857005","2018-11-04"
"Happy Now","Kygo","853466","2018-11-04"
"Thunderclouds","Sia","850904","2018-11-04"
"IDGAF","Dua Lipa","849578","2018-11-04"
"Noticed","Lil Mosey","849152","2018-11-04"
"Culpables","KAROL G","848169","2018-11-04"
"Overdue (with Travis Scott)","Metro Boomin","837967","2018-11-04"
"Havana (feat. Young Thug)","Camila Cabello","822766","2018-11-04"
"Jackie Chan","Tiësto","815720","2018-11-04"
"Venom - Music From The Motion Picture","Eminem","806899","2018-11-04"
"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","802719","2018-11-04"
"1999","Charli XCX","797354","2018-11-04"
"Thunder","Imagine Dragons","792691","2018-11-04"
"FRIENDS","Marshmello","785523","2018-11-04"
"New Rules","Dua Lipa","779309","2018-11-04"
"Ibiza","Ozuna","776989","2018-11-04"
"I Found You (with Calvin Harris)","benny blanco","775628","2018-11-04"
"I Fall Apart","Post Malone","775252","2018-11-04"
"No More (feat. Travis Scott, Kodak Black & 21 Savage)","Metro Boomin","770579","2018-11-04"
"The Middle","Zedd","767139","2018-11-04"
"There's No Way (feat. Julia Michaels)","Lauv","765226","2018-11-04"
"REEL IT IN","Aminé","732098","2018-11-04"
"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo","728454","2018-11-04"
"Toda - Remix","Alex Rose","726543","2018-11-04"
"I'm a Mess","Bebe Rexha","726205","2018-11-04"
"Killer Queen - Remastered 2011","Queen","722282","2018-11-04"
"I Like Me Better","Lauv","720582","2018-11-04"
"Happy Now","Zedd","719415","2018-11-04"
"Yes Indeed","Lil Baby","712922","2018-11-04"
"Everybody Dies In Their Nightmares","XXXTENTACION","711854","2018-11-04"
"Dreamcatcher (feat. Swae Lee & Travis Scott)","Metro Boomin","708917","2018-11-04"
"Too Good At Goodbyes","Sam Smith","700384","2018-11-04"
"Celoso","Lele Pons","696377","2018-11-04"
"Say You Won't Let Go","James Arthur","692652","2018-11-04"
"Trip","Ella Mai","686165","2018-11-04"
"All Girls Are The Same","Juice WRLD","685479","2018-11-04"
"Ella Quiere Beber - Remix","Anuel AA","682887","2018-11-04"
"No Brainer","DJ Khaled","674226","2018-11-04"
"STOOPID","6ix9ine","671658","2018-11-04"
"Love Lies (with Normani)","Khalid","670744","2018-11-04"
"Last Memory","Takeoff","663554","2018-11-04"
"XO Tour Llif3","Lil Uzi Vert","661989","2018-11-04"
"No Me Acuerdo","Thalía","655705","2018-11-04"
"Say My Name","David Guetta","654349","2018-11-04"
"Clandestino","Shakira","652207","2018-11-04"
"Nice For What","Drake","647154","2018-11-04"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","646893","2018-11-04"
"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","642579","2018-11-04"
"Closer","The Chainsmokers","642525","2018-11-04"
"New Patek","Lil Uzi Vert","642037","2018-11-04"
"Look At Me!","XXXTENTACION","639289","2018-11-04"
"Congratulations","Post Malone","638129","2018-11-04"
"Look Alive (feat. Drake)","BlocBoy JB","636776","2018-11-04"
"Asesina - Remix","Brytiago","632909","2018-11-04"
"Asesina","Brytiago","631118","2018-11-04"
"PPP","Kevin Roldan","627755","2018-11-04"
"Happier","Ed Sheeran","627108","2018-11-04"
"Born To Be Yours","Kygo","622588","2018-11-04"
"Ocean (feat. Khalid)","Martin Garrix","617546","2018-11-04"
"Casper","Takeoff","616051","2018-11-04"
"Diamond Heart","Alan Walker","615856","2018-11-04"
"Lean Wit Me","Juice WRLD","613288","2018-11-04"
"STARGAZING","Travis Scott","609062","2018-11-04"
"Killshot","Eminem","605029","2018-11-04"
"In My Blood","Shawn Mendes","604314","2018-11-04"
"SLOW DANCING IN THE DARK","Joji","599583","2018-11-04"
"Thinking out Loud","Ed Sheeran","599207","2018-11-04"
"idontwannabeyouanymore","Billie Eilish","599071","2018-11-04"
"Photograph","Ed Sheeran","592981","2018-11-04"
"I'll Never Love Again - Film Version - Radio Edit","Lady Gaga","591677","2018-11-04"
"Hipócrita","Anuel AA","591404","2018-11-04"
"Young Dumb & Broke","Khalid","590641","2018-11-04"
"Topanga","Trippie Redd","586265","2018-11-04"
"Tempo","EXO","583440","2018-11-04"
"Atrasadinha - Ao Vivo","Felipe Araújo","582740","2018-11-04"
"Nevermind","Dennis Lloyd","579121","2018-11-04"
"These Days","Rudimental","577815","2018-11-04"
"the remedy for a broken heart (why am I so in love)","XXXTENTACION","571813","2018-11-04"
"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne","570506","2018-11-04"
"What Lovers Do (feat. SZA)","Maroon 5","569848","2018-11-04"
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG","569173","2018-11-04"
"Está Rico","Marc Anthony","568469","2018-11-04"
"Africa","TOTO","567052","2018-11-04"
"Lost In Japan - Remix","Shawn Mendes","564419","2018-11-04"
"Silence","Marshmello","562605","2018-11-04"
"All I Want for Christmas Is You","Mariah Carey","560994","2018-11-04"
"Consequences - orchestra","Camila Cabello","559797","2018-11-04"
"HUMBLE.","Kendrick Lamar","556816","2018-11-04"
"I'm Yours","Jason Mraz","556446","2018-11-04"
"Wonderwall - Remastered","Oasis","555144","2018-11-04"
"Baby (feat. MARINA & Luis Fonsi)","Clean Bandit","552573","2018-11-04"
"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta","552276","2018-11-04"
"Ric Flair Drip (& Metro Boomin)","Offset","549750","2018-11-04"
"goosebumps","Travis Scott","549716","2018-11-04"
"POP/STARS","K/DA","549315","2018-11-04"
"Hope","XXXTENTACION","549079","2018-11-04"
"Something Just Like This","The Chainsmokers","547979","2018-11-04"
"Saturday Nights","Khalid","547661","2018-11-04"
"Mine","Bazzi","547307","2018-11-04"
"Crazy Little Thing Called Love - Remastered 2011","Queen","547056","2018-11-04"
"WORKIN ME","Quavo","546148","2018-11-04"
"X - Remix","Nicky Jam","545516","2018-11-04"
"Dip (feat. Nicki Minaj)","Tyga","541853","2018-11-04"
"Wolves","Selena Gomez","531607","2018-11-04"
"Hard Work Pays Off","Future","527680","2018-11-04"
"We Are The Champions - Remastered 2011","Queen","526767","2018-11-04"
"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam","524929","2018-11-04"
"REMEDY","Alesso","524549","2018-11-04"
"Let You Down","NF","519814","2018-11-04"
"thank u, next","Ariana Grande","8197811","2018-11-05"
